"title","year","length","budget","rating","votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short","Category","id"
"Chacun cherche son chat",1996,91,3e+05,7,1105,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,1,0,0,1,0,"Romance",5346
"Champagne Society",2003,20,5000,4.5,25,4.5,4.5,0,4.5,0,4.5,4.5,24.5,24.5,34.5,"",0,0,1,0,0,1,1,"Romance",5347
"Chanel Solitaire",1981,107,7e+06,4.9,52,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"",0,0,0,1,0,1,0,"Romance",5348
"Charade",1963,113,4e+06,8.1,9046,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",0,0,1,0,0,1,0,"Romance",5349
"Charge of the Light Brigade, The",1936,115,1200000,7.2,547,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",1,0,0,0,0,1,0,"Romance",5350
"Charly",2002,103,950000,5.5,149,4.5,4.5,4.5,0,4.5,4.5,14.5,14.5,14.5,44.5,"PG",0,0,1,1,0,1,0,"Romance",5351
"Chasing Amy",1997,111,250000,7.6,32141,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,1,1,0,1,0,"Romance",5352
"Chasing Liberty",2004,111,2.3e+07,5.7,1911,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,"PG-13",0,0,1,0,0,1,0,"Romance",5353
"Chopin. Pragnienie milosci",2002,134,3500000,4,55,4.5,14.5,4.5,14.5,4.5,14.5,14.5,4.5,0,14.5,"R",0,0,0,1,0,1,0,"Romance",5354
"Chu Chin Chow",1934,103,5e+05,4.8,10,0,0,14.5,14.5,14.5,34.5,24.5,0,0,24.5,"",0,0,1,0,0,1,0,"Romance",5355
"Ciao America",2002,100,5e+06,4.8,27,14.5,4.5,0,4.5,14.5,4.5,0,4.5,14.5,44.5,"R",0,0,1,1,0,1,0,"Romance",5356
"Cider House Rules, The",1999,126,2.4e+07,7.5,18950,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,1,0,"Romance",5357
"Cinderella Story, A",2004,95,2e+07,4.9,2755,14.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,24.5,"PG",0,0,1,0,0,1,0,"Romance",5358
"Cinedictum",2002,40,1e+05,7,5,24.5,0,0,0,0,0,44.5,0,0,44.5,"",0,0,1,0,0,1,1,"Romance",5359
"Circus, The",1928,71,9e+05,7.8,1239,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",0,0,1,1,0,1,0,"Romance",5360
"City Lights",1931,87,1500000,8.5,7802,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"",0,0,1,1,0,1,0,"Romance",5361
"City of Angels",1998,114,5.5e+07,6.2,15333,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,0,1,0,1,0,"Romance",5362
"Claire of the Moon",1992,107,130000,4.1,208,14.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,4.5,24.5,"",0,0,0,1,0,1,0,"Romance",5363
"Clash of the Titans",1981,118,1.5e+07,6.3,3860,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"",1,0,0,0,0,1,0,"Romance",5364
"Claudine's Return",1998,91,2e+06,3.8,80,24.5,14.5,4.5,4.5,14.5,4.5,14.5,4.5,4.5,14.5,"R",0,0,0,1,0,1,0,"Romance",5365
"Cleopatra",1963,320,4.4e+07,6.6,2612,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"",0,0,0,1,0,1,0,"Romance",5366
"Clock, The",1945,90,1324000,7.3,390,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,24.5,"",0,0,0,1,0,1,0,"Romance",5367
"Clueless",1995,97,2e+07,6.7,16521,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,0,0,1,0,"Romance",5368
"Code 46",2003,92,7500000,6.4,2094,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,1,0,"Romance",5369
"Cold Call",2001,14,20000,7.7,17,24.5,0,0,0,0,4.5,24.5,14.5,24.5,14.5,"",0,0,1,0,0,1,1,"Romance",5370
"Cold Mountain",2003,152,8.3e+07,7.4,15712,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,1,0,"Romance",5371
"Color of Night",1994,133,4e+07,4.7,4646,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"",0,0,0,1,0,1,0,"Romance",5372
"Coming to America",1988,116,2.8e+07,6.6,13103,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"",0,0,1,0,0,1,0,"Romance",5373
"Commandments",1997,88,5e+06,5.4,468,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,1,0,1,0,"Romance",5374
"Conquest",1937,113,2732000,6.7,163,0,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,"",0,0,0,1,0,1,0,"Romance",5375
"Conspiracy Theory",1997,135,7.5e+07,6.4,15470,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,1,0,"Romance",5376
"Cool as Ice",1991,100,6e+06,2.4,1280,44.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,"",0,0,1,1,0,1,0,"Romance",5377
"Corner of Your Eye",2003,96,1e+05,5.2,8,0,0,0,24.5,14.5,14.5,24.5,14.5,0,14.5,"",0,0,1,0,0,1,0,"Romance",5378
"Covered Wagon, The",1923,98,782000,7.9,49,0,4.5,0,0,4.5,4.5,24.5,14.5,34.5,14.5,"",0,0,0,0,0,1,0,"Romance",5379
"Cowboy and the Lady, The",1938,91,1500000,6.3,110,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,14.5,4.5,"",0,0,1,1,0,1,0,"Romance",5380
"Coyote Ugly",2000,100,4.5e+07,5.4,13221,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,1,0,1,0,"Romance",5381
"Crazy/Beautiful",2001,135,1.4e+07,6.5,4503,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,1,0,"Romance",5382
"Crimen del padre Amaro, El",2002,118,1800000,7,2469,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,1,0,"Romance",5383
"Crossroads",2002,93,1.2e+07,3.1,8546,44.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0,"Romance",5384
"Cruel Intentions",1999,97,1.1e+07,6.5,25634,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"R",0,0,0,1,0,1,0,"Romance",5385
"Cry-Baby",1990,85,1.1e+07,6,4136,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"",0,0,1,0,0,1,0,"Romance",5386
"Cutthroat Island",1995,119,9.2e+07,5.1,3942,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,1,0,"Romance",5387
"Damsel in Distress, A",1937,98,1035000,6.9,181,0,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"",0,0,1,0,0,1,0,"Romance",5388
"Dancing Lady",1933,92,923055,6.4,170,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,14.5,"",0,0,1,0,0,1,0,"Romance",5389
"Dangerous Liaisons",1988,119,1.4e+07,7.6,12559,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"",0,0,0,1,0,1,0,"Romance",5390
"Dark Command",1940,94,1e+06,6.4,301,4.5,4.5,4.5,4.5,14.5,14.5,34.5,24.5,4.5,4.5,"",0,0,0,0,0,1,0,"Romance",5391
"Days of Thunder",1990,107,6e+07,5.4,9660,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"",1,0,0,1,0,1,0,"Romance",5392
"Dellamorte Dellamore",1994,105,4e+06,7.3,2313,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"R",0,0,1,0,0,1,0,"Romance",5393
"Desert Hearts",1985,96,350000,6.4,608,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"",0,0,0,1,0,1,0,"Romance",5394
"Desire",1936,95,1200000,7.2,174,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"",0,0,1,0,0,1,0,"Romance",5395
"Desperately Seeking Susan",1985,104,4500000,5.6,4853,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"",0,0,1,1,0,1,0,"Romance",5396
"Devil Dogs of the Air",1935,85,350000,5.7,43,4.5,4.5,4.5,4.5,24.5,14.5,34.5,14.5,4.5,4.5,"",1,0,1,1,0,1,0,"Romance",5397
"Devil Is a Woman, The",1935,79,8e+05,7.3,197,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,1,0,"Romance",5398
"Different Loyalty, A",2004,96,1.3e+07,5,135,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,1,0,1,0,"Romance",5399
"Dinner at Eight",1933,113,435000,7.6,1031,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,1,1,0,1,0,"Romance",5400
"Dirty Dancing",1987,100,6e+06,5.9,14407,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"",0,0,0,1,0,1,0,"Romance",5401
"Divorcee, The",1930,82,340691,6.7,184,0,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"",0,0,0,1,0,1,0,"Romance",5402
"Doctor Zhivago",1965,200,1.1e+07,7.9,10283,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"PG-13",0,0,0,1,0,1,0,"Romance",5403
"Doki-Doki",2003,34,5000,7.6,38,0,0,0,0,0,4.5,4.5,4.5,24.5,64.5,"",0,0,0,1,0,1,1,"Romance",5404
"Don Juan DeMarco",1995,97,2.5e+07,6.5,6857,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"",0,0,1,1,0,1,0,"Romance",5405
"Donovan's Reef",1963,109,2686585,6.5,1062,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"",1,0,1,0,0,1,0,"Romance",5406
"Dorothy Vernon of Haddon Hall",1924,135,750000,7.2,7,0,0,0,0,0,14.5,45.5,14.5,0,14.5,"",0,0,0,1,0,1,0,"Romance",5407
"Down to Earth",2001,87,3e+07,5.1,3720,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0,"Romance",5408
"Down to You",2000,91,9e+06,4.7,3232,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0,"Romance",5409
"Dr T and the Women",2000,122,1.2e+07,4.8,4776,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,1,0,1,0,"Romance",5410
"Dr. Phibes Rises Again",1972,89,75000,6.3,663,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,14.5,"",0,0,0,0,0,1,0,"Romance",5411
"Dracula",1992,128,4e+07,7.1,19972,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,1,0,"Romance",5412
"Dragonwyck",1946,103,1900000,6.7,222,4.5,0,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,1,0,"Romance",5413
"Drive Me Crazy",1999,91,8e+06,5.1,2934,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0,"Romance",5414
"Drumline",2002,118,2e+07,5.3,7368,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0,"Romance",5415
"Duck, Duck, Goose!",2005,21,20000,8.8,16,4.5,0,0,0,0,4.5,4.5,4.5,14.5,64.5,"",0,0,1,0,0,1,1,"Romance",5416
"Dying Gaul, The",2005,101,4e+06,4.3,70,4.5,24.5,4.5,0,14.5,4.5,4.5,14.5,14.5,24.5,"",0,0,0,1,0,1,0,"Romance",5417
"E-mail",2000,109,1e+06,4.1,33,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,"",0,0,1,0,0,1,0,"Romance",5418
"Easter Parade",1948,107,2503654,7.4,1093,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,0,0,1,0,"Romance",5419
"Edward Scissorhands",1990,105,2e+07,7.7,27017,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,1,0,"Romance",5420
"El Cid",1961,182,6250000,7.1,1458,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,1,0,"Romance",5421
"Ella Enchanted",2004,96,3.5e+07,6.5,2502,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG",0,0,1,0,0,1,0,"Romance",5422
"Emma",1996,121,6e+06,6.9,6431,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG",0,0,1,0,0,1,0,"Romance",5423
"Emperor Waltz, The",1948,110,4070248,6.1,151,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,"",0,0,1,0,0,1,0,"Romance",5424
"End of the Affair, The",1999,102,2.3e+07,7,4808,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,1,0,"Romance",5425
"Enemy at the Gates",2001,131,7e+07,7.3,19169,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,"R",1,0,0,1,0,1,0,"Romance",5426
"English Patient, The",1996,160,2.7e+07,7.1,25210,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"R",0,0,0,1,0,1,0,"Romance",5427
"Entrapment",1999,113,6.6e+07,6.1,18543,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0,"Romance",5428
"Eternal Embrace",2000,47,96000,9.6,5,0,0,0,0,0,0,0,0,44.5,64.5,"",0,0,0,0,0,1,0,"Romance",5429
"Eternal Sunshine of the Spotless Mind",2004,108,2e+07,8.6,46240,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"R",0,0,1,1,0,1,0,"Romance",5430
"Even Cowgirls Get the Blues",1993,99,8e+06,4,1609,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"",0,0,1,1,0,1,0,"Romance",5431
"Ever After",1998,121,2.6e+07,7,10250,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"PG",0,0,1,1,0,1,0,"Romance",5432
"Ever in My Heart",1933,68,243000,5.7,35,4.5,0,4.5,14.5,14.5,24.5,14.5,4.5,4.5,14.5,"",0,0,0,1,0,1,0,"Romance",5433
"Evergon",2002,32,20000,7.1,22,4.5,0,0,0,4.5,14.5,34.5,24.5,14.5,0,"",0,0,1,1,0,1,1,"Romance",5434
"Everyone Says I Love You",1996,101,2e+07,6.9,7314,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,0,0,1,0,"Romance",5435
"Expiration",2003,102,50000,6.6,206,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"",0,0,0,1,0,1,0,"Romance",5436
"Fall",1997,93,1e+06,5.1,495,24.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,34.5,"",0,0,0,1,0,1,0,"Romance",5437
"Family Man, The",2000,125,6e+07,6.5,11220,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0,"Romance",5438
"Fantasma dell'opera, Il",1998,106,1e+07,3.8,910,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,0,1,0,1,0,"Romance",5439
"Far and Away",1992,140,3e+07,6.2,8556,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"",0,0,0,1,0,1,0,"Romance",5440
"Far from Heaven",2002,107,13500000,7.7,9167,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,1,0,"Romance",5441
"Far from India",2003,101,10000,6.1,13,14.5,0,4.5,0,14.5,0,34.5,14.5,0,14.5,"",0,0,0,1,0,1,0,"Romance",5442
"Farewell to Arms, A",1957,152,4353000,5.6,260,4.5,4.5,4.5,14.5,14.5,24.5,24.5,14.5,4.5,14.5,"",0,0,0,1,0,1,0,"Romance",5443
"Fascination",2004,95,5e+06,3.3,124,24.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,"R",0,0,0,1,0,1,0,"Romance",5444
"Fast Food High",2003,92,4500000,5.4,23,14.5,0,4.5,14.5,14.5,4.5,14.5,14.5,4.5,4.5,"",0,0,1,1,0,1,0,"Romance",5445
"Fever Pitch",2005,98,39690000,6.6,1712,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"PG-13",0,0,1,0,0,1,0,"Romance",5446
"First Knight",1995,134,7.5e+07,5.6,8708,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,1,0,"Romance",5447
"First Love, Last Rites",1997,94,3e+05,5,147,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,1,0,1,0,"Romance",5448
"Fisher King, The",1991,137,2.4e+07,7.4,11952,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"",0,0,1,1,0,1,0,"Romance",5449
"Flesh and the Devil",1926,113,373000,7.5,232,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"",0,0,0,1,0,1,0,"Romance",5450
"Flying Down to Rio",1933,89,462000,6.8,386,4.5,4.5,4.5,4.5,4.5,24.5,24.5,24.5,4.5,4.5,"",0,0,1,0,0,1,0,"Romance",5451
"Follow the Fleet",1936,110,747000,7.4,371,0,0,4.5,4.5,4.5,14.5,14.5,34.5,14.5,14.5,"",0,0,1,0,0,1,0,"Romance",5452
"Fools for Scandal",1938,80,1300000,5.6,44,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,4.5,4.5,"",0,0,1,0,0,1,0,"Romance",5453
"Footlight Parade",1933,104,703000,7.6,385,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",0,0,1,0,0,1,0,"Romance",5454
"For Love of the Game",1999,137,5e+07,6.1,5782,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,1,0,"Romance",5455
"For Me and My Gal",1942,104,802000,6.9,326,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,1,0,"Romance",5456
"For Whom the Bell Tolls",1943,168,3e+06,7.2,1010,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,1,0,"Romance",5457
"Foreign Affair, A",1948,116,1500000,7.5,491,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"",0,0,1,0,0,1,0,"Romance",5458
"Foreign Correspondents",1999,102,5e+05,7.6,117,4.5,0,0,4.5,4.5,4.5,4.5,14.5,14.5,44.5,"PG-13",0,0,0,1,0,1,0,"Romance",5459
"Forever Lulu",2000,99,2e+07,5.5,257,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,"R",0,0,1,0,0,1,0,"Romance",5460
"Fortune Cookie, The",1966,125,3705000,7.4,1504,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,"",0,0,1,1,0,1,0,"Romance",5461
"Four Weddings and a Funeral",1994,117,6e+06,7.2,17820,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,1,0,1,0,"Romance",5462
"From Here to Eternity",1953,118,1650000,7.9,5995,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"",0,0,0,1,0,1,0,"Romance",5463
"From Justin to Kelly",2003,90,1.2e+07,1.7,6517,74.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"PG",0,0,1,0,0,1,0,"Romance",5464
"Full Frontal",2002,101,2e+06,5,3056,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,1,0,1,0,"Romance",5465
"Funny Face",1957,103,3e+06,7.1,1673,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,1,0,0,1,0,"Romance",5466
"Funny Girl",1968,155,14100000,7,1782,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"",0,0,1,1,0,1,0,"Romance",5467
"Garden State",2004,109,2500000,8.1,23814,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"R",0,0,1,1,0,1,0,"Romance",5468
"Garden of Allah, The",1936,79,2200000,6.2,139,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"",0,0,0,1,0,1,0,"Romance",5469
"Gay Divorcee, The",1934,107,520000,7.6,713,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,1,0,0,1,0,"Romance",5470
"Gentleman's Agreement",1947,118,2e+06,7.4,1173,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,1,0,"Romance",5471
"George and the Dragon",2004,93,3.2e+07,5.5,137,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,24.5,"",1,0,1,0,0,1,0,"Romance",5472
"Get Over It",2001,87,1e+07,5.7,3561,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0,"Romance",5473
"Ghost",1990,128,2.2e+07,6.8,19005,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"",0,0,0,1,0,1,0,"Romance",5474
"Gigi",1958,119,3319355,7,1956,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"",0,0,1,0,0,1,0,"Romance",5475
"Gigli",2003,121,5.4e+07,2.3,11285,74.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,1,0,0,1,0,"Romance",5476
"Girl from Missouri, The",1934,70,511000,6.5,131,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,"",0,0,1,0,0,1,0,"Romance",5477
"Glitter",2001,104,2.2e+07,2.1,5209,64.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"PG-13",0,0,0,1,0,1,0,"Romance",5478
"Go Fish",1994,84,15000,5.8,621,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"R",0,0,0,0,0,1,0,"Romance",5479
"Go-Between, The",1970,118,1e+06,7.3,454,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,1,0,"Romance",5480
"Goat on Fire and Smiling Fish",1999,90,40000,6.3,254,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,0,0,1,0,"Romance",5481
"Golden Earrings",1947,95,1e+06,6.4,120,0,4.5,0,4.5,14.5,14.5,24.5,14.5,14.5,14.5,"",0,0,0,0,0,1,0,"Romance",5482
"Gone with the Wind",1939,233,3900000,8.1,28836,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"",0,0,0,1,0,1,0,"Romance",5483
"Good News",1947,93,1662718,7.1,217,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,24.5,"",0,0,1,0,0,1,0,"Romance",5484
"Gothic Romance, A",2004,32,5000,8.2,9,0,0,0,0,34.5,0,0,0,14.5,45.5,"",0,0,1,0,0,1,1,"Romance",5485
"Graduate, The",1967,105,3e+06,8.2,27555,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",0,0,1,1,0,1,0,"Romance",5486
"Grand Hotel",1932,112,7e+05,7.5,1807,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"",0,0,0,1,0,1,0,"Romance",5487
"Grease",1978,110,6e+06,6.8,22214,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"",0,0,1,0,0,1,0,"Romance",5488
"Great Gatsby, The",1974,144,6500000,6.1,2419,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,0,1,0,1,0,"Romance",5489
"Great Lengths",2004,20,25000,7,5,0,24.5,0,0,24.5,0,0,24.5,0,44.5,"",0,0,1,0,0,1,1,"Romance",5490
"Greatest Show on Earth, The",1952,152,4e+06,6.7,1361,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"",0,0,0,1,0,1,0,"Romance",5491
"Green Fields",1937,99,8000,6.2,25,0,0,4.5,4.5,4.5,34.5,24.5,14.5,4.5,4.5,"",0,0,1,0,0,1,0,"Romance",5492
"Green Mansions",1959,104,3e+06,5,216,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,14.5,"",0,0,0,1,0,1,0,"Romance",5493
"Grosse Pointe Blank",1997,107,1.5e+07,7.4,20400,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,0,0,1,0,"Romance",5494
"Grumpier Old Men",1995,101,2.5e+07,6.2,3711,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0,"Romance",5495
"Guess Who's Coming to Dinner",1967,108,4e+06,7.5,3892,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"",0,0,1,1,0,1,0,"Romance",5496
"Guinevere",1999,104,2600000,6.3,804,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,1,0,"Romance",5497
"Gun Shy",2000,101,1e+07,5.4,1701,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,1,0,0,1,0,"Romance",5498
"Guru, The",2002,94,1.1e+07,5.9,3505,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,1,0,"Romance",5499
"Guy Thing, A",2003,101,2e+07,5.3,2885,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0,"Romance",5500
